Date,Open,High,Low,Close,Adj Close,Volume,dummy
2004.01.23 11:17:00,3.23,3.23,3.23,3.23,413,7,3.22571429
2004.01.23 11:18:00,3.23,3.23,3.22,3.22,504,20,3.22257143
2004.01.23 11:19:00,3.22,3.22,3.22,3.22,175,10,3.22185714
2004.01.23 11:20:00,3.22,3.22,3.22,3.22,70,4,3.22414286
2004.01.23 11:21:00,3.22,3.22,3.22,3.22,301,17,3.22157143
2004.01.23 11:22:00,3.22,3.22,3.22,3.22,658,24,3.22185714
2004.01.23 11:23:00,3.22,3.22,3.22,3.22,140,7,3.21914286
2004.01.23 11:24:00,3.22,3.22,3.22,3.22,434,23,3.21757143
2004.01.23 11:25:00,3.22,3.22,3.22,3.22,56,6,3.21985714
2004.01.23 11:26:00,3.22,3.22,3.22,3.22,196,8,3.21871429
2004.01.23 11:27:00,3.22,3.22,3.21,3.21,1372,39,3.21442857
2004.01.23 11:28:00,3.21,3.22,3.22,3.21,210,9,3.21571429
2004.01.23 11:29:00,3.21,3.22,3.21,3.21,2940,59,3.21257143
2004.01.23 11:30:00,3.21,3.21,3.21,3.21,630,17,3.21171429
2004.01.23 11:31:00,3.21,3.21,3.21,3.21,273,22,3.21214286
2004.01.23 11:32:00,3.21,3.21,3.21,3.21,252,14,3.21085714
2004.01.23 11:33:00,3.21,3.21,3.21,3.21,28,2,3.21142857
2004.01.23 11:34:00,3.21,3.21,3.21,3.21,210,7,3.21042857
2004.01.23 11:35:00,3.21,3.21,3.21,3.21,742,53,3.20757143
2004.01.23 11:36:00,3.21,3.21,3.21,3.21,735,38,3.20828571
2004.01.23 11:37:00,3.21,3.21,3.21,3.21,126,5,3.21114286
2004.01.23 11:38:00,3.21,3.21,3.21,3.21,168,15,3.21357143
2004.01.23 11:39:00,3.21,3.21,3.21,3.21,252,8,3.21414286
2004.01.23 11:40:00,3.21,3.21,3.21,3.21,28,4,3.21428571
2004.01.23 11:41:00,3.21,3.22,3.22,3.21,392,29,3.21614286
2004.01.23 11:42:00,3.22,3.23,3.23,3.22,2240,69,3.22271429
2004.01.23 11:43:00,3.22,3.23,3.22,3.22,994,20,3.22514286
2004.01.23 11:44:00,3.22,3.23,3.23,3.22,441,22,3.22557143
2004.01.23 11:45:00,3.23,3.23,3.23,3.23,1232,31,3.22771429
2004.01.23 11:46:00,3.23,3.23,3.23,3.22,182,13,3.22471429
2004.01.23 11:47:00,3.22,3.22,3.22,3.22,119,4,3.22428571
2004.01.23 11:48:00,3.22,3.22,3.22,3.22,210,7,3.22414286
2004.01.23 11:49:00,3.22,3.22,3.22,3.22,7,1,3.22142857
2004.01.23 11:50:00,3.22,3.22,3.22,3.22,154,8,3.22071429
2004.01.23 11:51:00,3.22,3.22,3.22,3.22,1043,43,3.222
2004.01.23 11:52:00,3.22,3.23,3.23,3.22,875,25,3.22371429
2004.01.23 11:53:00,3.23,3.23,3.23,3.23,896,22,3.22757143
2004.01.23 11:54:00,3.23,3.23,3.23,3.23,791,21,3.22842857
2004.01.23 11:55:00,3.23,3.23,3.23,3.23,2016,41,3.22857143
2004.01.23 11:56:00,3.23,3.23,3.23,3.23,658,21,3.22828571
2004.01.23 11:57:00,3.23,3.23,3.23,3.23,882,10,3.22857143
2004.01.23 11:58:00,3.23,3.23,3.23,3.23,336,12,3.22885714
2004.01.23 11:59:00,3.23,3.23,3.23,3.23,1456,49,3.23085714
2004.01.23 12:00:00,3.23,3.23,3.23,3.22,609,21,3.22942857
2004.01.23 12:01:00,3.23,3.23,3.23,3.23,609,20,3.23014286
2004.01.23 12:02:00,3.23,3.23,3.23,3.23,378,14,3.22757143
2004.01.23 12:03:00,3.22,3.23,3.22,3.22,973,52,3.22271429
2004.01.23 12:04:00,3.22,3.23,3.23,3.22,896,49,3.22314286
2004.01.23 12:05:00,3.22,3.23,3.22,3.22,889,13,3.22771429
2004.01.23 12:06:00,3.23,3.23,3.23,3.22,308,14,3.22585714
2004.01.23 12:07:00,3.23,3.23,3.22,3.22,1540,30,3.22571429
2004.01.23 12:08:00,3.22,3.22,3.22,3.22,847,28,3.22128571
2004.01.23 12:09:00,3.22,3.23,3.23,3.22,1099,11,3.22514286
2004.01.23 12:10:00,3.22,3.23,3.23,3.22,315,14,3.22485714
2004.01.23 12:11:00,3.23,3.23,3.23,3.22,3528,50,3.227
2004.01.23 12:12:00,3.23,3.23,3.23,3.23,490,24,3.22885714
2004.01.23 12:13:00,3.22,3.23,3.22,3.22,413,21,3.22485714
2004.01.23 12:14:00,3.22,3.23,3.23,3.22,1519,49,3.22814286
2004.01.23 12:15:00,3.23,3.23,3.23,3.23,238,14,3.23228571
2004.01.23 12:16:00,3.23,3.23,3.23,3.23,896,10,3.23171429
2004.01.23 12:17:00,3.23,3.23,3.23,3.23,924,22,3.23314286
2004.01.23 12:18:00,3.24,3.24,3.24,3.23,840,40,3.23657143
2004.01.23 12:19:00,3.24,3.24,3.24,3.24,84,3,3.23742857
2004.01.23 12:20:00,3.24,3.24,3.24,3.24,441,18,3.23771429
2004.01.23 12:21:00,3.24,3.24,3.24,3.24,1463,43,3.238
2004.01.23 12:22:00,3.24,3.24,3.23,3.23,364,19,3.233
2004.01.23 12:23:00,3.23,3.23,3.23,3.23,182,11,3.23042857
2004.01.23 12:24:00,3.23,3.23,3.23,3.23,441,17,3.22928571
2004.01.23 12:25:00,3.23,3.23,3.22,3.22,1855,63,3.226
2004.01.23 12:26:00,3.23,3.23,3.23,3.23,413,13,3.22642857
2004.01.23 12:27:00,3.23,3.23,3.23,3.23,1841,12,3.228
2004.01.23 12:28:00,3.23,3.23,3.23,3.23,133,11,3.22728571
2004.01.23 12:29:00,3.23,3.23,3.23,3.23,896,26,3.23042857
2004.01.23 12:30:00,3.23,3.24,3.23,3.23,413,22,3.235
2004.01.23 12:31:00,3.23,3.23,3.23,3.23,217,19,3.23271429
2004.01.23 12:32:00,3.23,3.23,3.23,3.23,399,6,3.23285714
2004.01.23 12:33:00,3.23,3.23,3.22,3.22,1393,73,3.22671429
2004.01.23 12:34:00,3.22,3.22,3.21,3.21,1344,89,3.21114286
2004.01.23 12:35:00,3.21,3.21,3.21,3.21,609,28,3.21
2004.01.23 12:36:00,3.21,3.22,3.22,3.21,1162,49,3.21585714
2004.01.23 12:37:00,3.22,3.22,3.22,3.22,371,21,3.22328571
2004.01.23 12:38:00,3.22,3.23,3.23,3.22,336,16,3.22771429
2004.01.23 12:39:00,3.23,3.23,3.23,3.23,140,5,3.23
2004.01.23 12:40:00,3.23,3.23,3.23,3.23,532,34,3.23128571
2004.01.23 12:41:00,3.23,3.23,3.23,3.23,28,2,3.22928571
2004.01.23 12:42:00,3.23,3.23,3.23,3.23,147,10,3.23028571
2004.01.23 12:43:00,3.23,3.23,3.23,3.23,462,26,3.23142857
2004.01.23 12:44:00,3.23,3.24,3.23,3.23,756,27,3.23428571
2004.01.23 12:45:00,3.24,3.24,3.24,3.24,1036,44,3.23571429
2004.01.23 12:46:00,3.24,3.24,3.24,3.24,98,6,3.23571429
2004.01.23 12:47:00,3.24,3.24,3.23,3.23,637,28,3.23514286
2004.01.23 12:48:00,3.23,3.23,3.23,3.23,385,23,3.23214286
2004.01.23 12:49:00,3.23,3.23,3.23,3.23,28,4,3.22957143
2004.01.23 12:50:00,3.23,3.23,3.23,3.23,273,11,3.23142857
2004.01.23 12:51:00,3.23,3.23,3.23,3.23,133,9,3.23157143
2004.01.23 12:52:00,3.23,3.23,3.23,3.23,406,16,3.23014286
2004.01.23 12:53:00,3.23,3.23,3.23,3.23,903,12,3.22871429
2004.01.23 12:54:00,3.23,3.23,3.22,3.22,1113,66,3.22814286
2004.01.23 12:55:00,3.22,3.22,3.22,3.22,182,14,3.21942857
2004.01.23 12:56:00,3.22,3.22,3.22,3.22,126,10,3.21914286
2004.01.23 12:57:00,3.22,3.22,3.22,3.22,588,21,3.22171429
2004.01.23 12:58:00,3.22,3.22,3.22,3.22,434,23,3.22371429
2004.01.23 12:59:00,3.22,3.22,3.22,3.22,126,10,3.22128571
2004.01.23 13:00:00,3.22,3.22,3.22,3.22,70,6,3.22242857
2004.01.23 13:01:00,3.22,3.22,3.22,3.22,378,16,3.22271429
2004.01.23 13:02:00,3.22,3.23,3.22,3.22,623,25,3.22371429
2004.01.23 13:03:00,3.23,3.23,3.22,3.22,175,11,3.22428571
2004.01.23 13:04:00,3.22,3.22,3.22,3.22,21,2,3.22
2004.01.23 13:05:00,3.22,3.22,3.22,3.22,189,8,3.22
2004.01.23 13:06:00,3.22,3.22,3.22,3.22,126,5,3.21871429
2004.01.23 13:07:00,3.22,3.22,3.22,3.22,77,7,3.21928571
2004.01.23 13:08:00,3.22,3.22,3.22,3.22,119,9,3.21928571
2004.01.23 13:09:00,3.22,3.22,3.22,3.22,385,20,3.21985714
2004.01.23 13:10:00,3.22,3.22,3.22,3.22,182,16,3.22114286
2004.01.23 13:11:00,3.22,3.22,3.22,3.22,84,6,3.22228571
2004.01.23 13:12:00,3.22,3.22,3.22,3.22,70,6,3.222
2004.01.23 13:13:00,3.22,3.22,3.22,3.22,154,12,3.22214286
2004.01.23 13:14:00,3.22,3.23,3.22,3.22,504,31,3.22328571
2004.01.23 13:15:00,3.22,3.22,3.22,3.22,0,0,3.22285714
2004.01.23 13:16:00,3.22,3.22,3.22,3.22,147,6,3.22071429
2004.01.23 13:17:00,3.22,3.23,3.22,3.22,245,15,3.22371429
2004.01.23 13:18:00,3.22,3.23,3.23,3.22,126,7,3.22642857
2004.01.23 13:19:00,3.23,3.23,3.22,3.22,21,2,3.22471429
2004.01.23 13:20:00,3.23,3.23,3.23,3.23,21,3,3.22571429
2004.01.23 13:21:00,3.23,3.23,3.22,3.22,28,3,3.225
2004.01.23 13:22:00,3.22,3.22,3.22,3.22,504,23,3.22114286
2004.01.23 13:23:00,3.22,3.22,3.22,3.22,1687,27,3.22057143
2004.01.23 13:24:00,3.22,3.22,3.22,3.22,203,14,3.21814286
2004.01.23 13:25:00,3.22,3.22,3.22,3.22,77,6,3.22
2004.01.23 13:26:00,3.22,3.22,3.22,3.22,77,6,3.21771429
2004.01.23 13:27:00,3.22,3.22,3.21,3.21,658,64,3.21471429
2004.01.23 13:28:00,3.21,3.22,3.22,3.21,266,12,3.21442857
2004.01.23 13:29:00,3.21,3.21,3.21,3.21,105,5,3.21428571
2004.01.23 13:30:00,3.21,3.22,3.22,3.21,280,12,3.21571429
2004.01.23 13:31:00,3.22,3.22,3.22,3.22,147,9,3.21714286
2004.01.23 13:32:00,3.22,3.22,3.22,3.22,70,4,3.218
2004.01.23 13:33:00,3.22,3.22,3.22,3.22,105,6,3.21757143
2004.01.23 13:34:00,3.22,3.22,3.22,3.22,252,13,3.21828571
2004.01.23 13:35:00,3.22,3.22,3.22,3.22,105,4,3.21571429
2004.01.23 13:36:00,3.22,3.22,3.21,3.21,630,41,3.21442857
2004.01.23 13:37:00,3.21,3.22,3.22,3.21,189,13,3.21371429
2004.01.23 13:38:00,3.21,3.22,3.21,3.21,105,9,3.21442857
2004.01.23 13:39:00,3.22,3.22,3.22,3.21,476,20,3.21442857
2004.01.23 13:40:00,3.22,3.22,3.22,3.22,231,10,3.21657143
2004.01.23 13:41:00,3.22,3.22,3.22,3.21,119,9,3.21785714
2004.01.23 13:42:00,3.21,3.22,3.21,3.21,252,12,3.215
2004.01.23 13:43:00,3.22,3.22,3.22,3.21,28,3,3.21642857
2004.01.23 13:44:00,3.22,3.22,3.21,3.21,119,8,3.21457143
2004.01.23 13:45:00,3.22,3.22,3.22,3.22,77,2,3.21842857
2004.01.23 13:46:00,3.22,3.22,3.22,3.22,308,13,3.21871429
2004.01.23 13:47:00,3.22,3.22,3.22,3.22,112,5,3.221
2004.01.23 13:48:00,3.22,3.22,3.22,3.22,385,19,3.22185714
2004.01.23 13:49:00,3.22,3.22,3.22,3.22,35,4,3.222
2004.01.23 13:50:00,3.22,3.22,3.22,3.22,182,12,3.21842857
2004.01.23 13:51:00,3.22,3.22,3.21,3.21,749,40,3.21428571
2004.01.23 13:52:00,3.21,3.22,3.21,3.21,350,17,3.21428571
2004.01.23 13:53:00,3.22,3.22,3.22,3.22,42,2,3.21714286
2004.01.23 13:54:00,3.21,3.21,3.21,3.21,49,6,3.21428571
2004.01.23 13:55:00,3.22,3.22,3.22,3.21,525,26,3.21771429
2004.01.23 13:56:00,3.22,3.22,3.22,3.22,14,2,3.21785714
2004.01.23 13:57:00,3.22,3.22,3.21,3.21,511,26,3.21457143
2004.01.23 13:58:00,3.21,3.22,3.21,3.21,273,16,3.21471429
2004.01.23 13:59:00,3.21,3.21,3.21,3.21,756,42,3.20885714
2004.01.23 14:00:00,3.21,3.21,3.21,3.21,175,9,3.212
2004.01.23 14:01:00,3.21,3.22,3.22,3.21,980,56,3.21085714
2004.01.23 14:02:00,3.21,3.22,3.21,3.21,504,35,3.21428571
2004.01.23 14:03:00,3.21,3.22,3.22,3.21,301,20,3.21542857
2004.01.23 14:04:00,3.22,3.22,3.22,3.22,196,17,3.21757143
2004.01.23 14:05:00,3.22,3.22,3.22,3.22,28,3,3.21642857
2004.01.23 14:06:00,3.22,3.22,3.22,3.22,238,11,3.21571429
2004.01.23 14:07:00,3.22,3.22,3.22,3.21,987,46,3.214
2004.01.23 14:08:00,3.21,3.21,3.21,3.21,539,15,3.21257143
2004.01.23 14:09:00,3.21,3.21,3.21,3.21,315,7,3.21371429
2004.01.23 14:10:00,3.21,3.22,3.22,3.21,196,9,3.215
2004.01.23 14:11:00,3.21,3.21,3.21,3.21,1414,21,3.21342857
2004.01.23 14:12:00,3.21,3.21,3.21,3.21,224,3,3.21428571
2004.01.23 14:13:00,3.21,3.21,3.21,3.21,357,14,3.21428571
2004.01.23 14:14:00,3.21,3.21,3.21,3.21,476,11,3.21428571
2004.01.23 14:15:00,3.21,3.21,3.21,3.21,385,14,3.213
2004.01.23 14:16:00,3.21,3.21,3.21,3.21,63,5,3.21414286
2004.01.23 14:17:00,3.22,3.22,3.22,3.21,280,16,3.21557143
2004.01.23 14:18:00,3.22,3.22,3.22,3.22,392,3,3.21571429
2004.01.23 14:19:00,3.22,3.22,3.22,3.22,91,6,3.21571429
2004.01.23 14:20:00,3.22,3.22,3.22,3.21,196,13,3.21671429
2004.01.23 14:21:00,3.22,3.22,3.22,3.22,434,20,3.21928571
2004.01.23 14:22:00,3.22,3.22,3.22,3.22,189,9,3.21914286
2004.01.23 14:23:00,3.22,3.22,3.22,3.22,14,1,3.21714286
2004.01.23 14:24:00,3.22,3.22,3.22,3.22,294,15,3.21742857
2004.01.23 14:25:00,3.22,3.22,3.21,3.21,175,10,3.21642857
2004.01.23 14:26:00,3.21,3.22,3.21,3.21,1743,66,3.21228571
2004.01.23 14:27:00,3.21,3.21,3.21,3.21,1386,11,3.21328571
2004.01.23 14:28:00,3.21,3.21,3.21,3.21,455,15,3.20971429
2004.01.23 14:29:00,3.21,3.21,3.21,3.21,280,12,3.21342857
2004.01.23 14:30:00,3.21,3.22,3.22,3.21,112,8,3.21414286
2004.01.23 14:31:00,3.22,3.22,3.22,3.22,14,1,3.21571429
2004.01.23 14:32:00,3.21,3.21,3.21,3.21,49,5,3.21371429
2004.01.23 14:33:00,3.21,3.21,3.21,3.21,168,7,3.21428571
2004.01.23 14:34:00,3.21,3.22,3.22,3.21,196,11,3.21485714
2004.01.23 14:35:00,3.22,3.22,3.22,3.22,280,7,3.217
2004.01.23 14:36:00,3.22,3.22,3.22,3.22,98,3,3.21714286
2004.01.23 14:37:00,3.22,3.22,3.22,3.22,119,15,3.21885714
2004.01.23 14:38:00,3.22,3.22,3.22,3.22,147,9,3.21985714
2004.01.23 14:39:00,3.22,3.22,3.22,3.22,154,14,3.22185714
2004.01.23 14:40:00,3.22,3.22,3.22,3.22,945,53,3.22057143
2004.01.23 14:41:00,3.22,3.22,3.22,3.21,154,9,3.21557143
2004.01.23 14:42:00,3.22,3.22,3.22,3.22,231,6,3.21814286
2004.01.23 14:43:00,3.22,3.22,3.22,3.22,385,18,3.22014286
2004.01.23 14:44:00,3.22,3.22,3.22,3.22,385,24,3.21871429
2004.01.23 14:45:00,3.22,3.22,3.22,3.22,28,3,3.21957143
2004.01.23 14:46:00,3.22,3.22,3.21,3.21,3598,22,3.21442857
2004.01.23 14:47:00,3.21,3.21,3.21,3.21,7,1,3.21428571
2004.01.23 14:48:00,3.21,3.22,3.22,3.21,35,4,3.21485714
2004.01.23 14:49:00,3.22,3.22,3.21,3.21,399,29,3.21442857
2004.01.23 14:50:00,3.21,3.22,3.22,3.21,259,15,3.21428571
2004.01.23 14:51:00,3.21,3.21,3.21,3.21,1148,34,3.21257143
2004.01.23 14:52:00,3.21,3.21,3.21,3.2,721,32,3.20771429
2004.01.23 14:53:00,3.21,3.21,3.21,3.21,385,21,3.20828571
2004.01.23 14:54:00,3.21,3.21,3.21,3.21,2744,24,3.213
2004.01.23 14:55:00,3.21,3.21,3.21,3.21,784,27,3.208
2004.01.23 14:56:00,3.21,3.21,3.21,3.2,1876,80,3.20685714
2004.01.23 14:57:00,3.21,3.21,3.21,3.21,336,17,3.209
2004.01.23 14:58:00,3.21,3.21,3.21,3.21,49,7,3.207
2004.01.23 14:59:00,3.21,3.21,3.21,3.21,427,15,3.20857143
2004.01.23 15:00:00,3.21,3.21,3.21,3.21,308,18,3.21
2004.01.23 15:01:00,3.21,3.21,3.21,3.21,112,11,3.209
2004.01.23 15:02:00,3.21,3.21,3.21,3.21,231,14,3.21114286
2004.01.23 15:03:00,3.21,3.21,3.21,3.21,133,11,3.20828571
2004.01.23 15:04:00,3.21,3.21,3.21,3.21,245,15,3.20728571
2004.01.23 15:05:00,3.21,3.21,3.21,3.21,329,20,3.20771429
2004.01.23 15:06:00,3.21,3.21,3.21,3.21,119,6,3.20814286
2004.01.23 15:07:00,3.21,3.21,3.21,3.21,63,5,3.21028571
2004.01.23 15:08:00,3.21,3.21,3.21,3.21,637,28,3.20928571
2004.01.23 15:09:00,3.21,3.21,3.21,3.21,791,25,3.20942857
2004.01.23 15:10:00,3.21,3.21,3.21,3.21,1232,56,3.20857143
2004.01.23 15:11:00,3.21,3.21,3.2,3.2,3829,72,3.20771429
2004.01.23 15:12:00,3.2,3.21,3.2,3.2,315,16,3.20457143
2004.01.23 15:13:00,3.2,3.21,3.21,3.2,161,16,3.20471429
2004.01.23 15:14:00,3.21,3.21,3.21,3.21,749,46,3.209
2004.01.23 15:15:00,3.21,3.21,3.2,3.2,455,40,3.20728571
2004.01.23 15:16:00,3.2,3.21,3.21,3.2,168,11,3.20471429
2004.01.23 15:17:00,3.2,3.21,3.21,3.2,1645,41,3.206
2004.01.23 15:18:00,3.21,3.21,3.21,3.21,455,23,3.20885714
2004.01.23 15:19:00,3.21,3.21,3.21,3.21,77,6,3.20671429
2004.01.23 15:20:00,3.21,3.21,3.21,3.21,231,17,3.20842857
2004.01.23 15:21:00,3.21,3.21,3.21,3.21,707,17,3.20985714
2004.01.23 15:22:00,3.21,3.21,3.21,3.21,196,9,3.20957143
2004.01.23 15:23:00,3.21,3.21,3.21,3.21,140,7,3.21071429
2004.01.23 15:24:00,3.21,3.21,3.21,3.21,693,32,3.21271429
2004.01.23 15:25:00,3.21,3.22,3.21,3.21,679,29,3.21442857
2004.01.23 15:26:00,3.21,3.22,3.21,3.21,1589,72,3.21485714
2004.01.23 15:27:00,3.22,3.22,3.22,3.21,259,15,3.21471429
